sentimen,Tweet
Positive,bibi adikku si cantik suka banget liatnya kalau kamu lagi seneng enggak tau kenapa jadi ikutan seneng bi pos 
Negative,jangan jadi kompor kamu ya jeffan
Positive,aku ikut habib lutfi aja rois aam jam'iyyah ahlith thariqah al mu'tabarah an nahdliyyah yg meminta menurunkan bendera yg k 
Positive,omg kamu harus melihat ini bigolive 
Neutral,ohh buatpa weh dkt dgn aku dh tuu hahahaha
Neutral,erm macam tautau je apa yang aku perlukan sekarang 
Negative,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz 
Neutral,my dear followers and friends kalau korang ada buat photoshoot makanan tolong dm aku tolong dm aku price untuk photoshoot fo 
Neutral,boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and 
Positive,jadi dirimu sendiri agar ketika seseorang mencintai kamu tak perlu takut jika dia akan temukan dirimu bukan orang 
Neutral,aku naik bas ke bot nii 
Neutral,coba posisinya dituker deh kamu suka makan aku suka masak
Neutral,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
Negative,minta ais batu je la anjir 
Negative,iya sabar aku mah tiap ada jeno selalu melesat mengetag amu 
Negative,omg batuk aku berdarah adakah ini jumaat yang terakhir 
Neutral,untung mak aku ada anak yang suka tangkap gambar ni cuba teka umur dia berapa 
Neutral,ku tak marah kau kacau tidurku tiap pagi genggamanmu kecil hanya muat satu jari tapi didalam kampung hatiku kau gergasi 
Neutral,rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias 
Neutral,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
Positive,saat ditanya aku hanya diam dan mengangguk kutahu bahwa dia orang yang baik
Positive,aku pake himalaya neem mask juga gini kok bagus emg matull banget
Neutral,aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar 
Negative,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau t 
Neutral,kuat sangat hantu kat rumah aku ni 
Negative,lah aku tuh susaaah orang dikit dikit kepikiran makanya anaknya gampang pusing dan stress sendiri 
Neutral,terus aku nanti duduk diatas situ gitu 
Neutral,kalo nilai ulangan kamu jelek jangan lagi panggil aku ayah oke yah keesokan harinya gimana hasil ulangannya 
Negative,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
Positive,selalu buat macam ni setiap kali nampak peti ais kat dapur haha
Neutral,apa daya aku ini yg fanatiknya sama mi gaga rasa black paper 
Neutral,membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je 
Neutral,syukurlah kamu tahu tahu hubungannya dgn permesta jg ya 
Negative,dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 
Neutral,aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se 
Positive,idola aku banget itu mba 
Negative,tu ah pelik aku sunyi sepi damak haritu 
Negative,kenapa ya mimpi itu langsung lupa padahal semalem aku mimpi dapetin kamu tapi sekarang lupa caranya recehkantwiter
Negative,mau nangis banget aku pas ngerujuk pasien pake ambulance ni mas gojeknya bantuin bukain jalan padahal beliau bukan k 
Neutral,maryan sejak zaman evdo rev b kamu masih balita sampe zaman now 5g depan mata dirumah sy speed 
Neutral,tls followan ama aku yukk rep rt kita temenan
Neutral,otobiografiebuah banatu bangunan itu seperti rumah tradisional dayak akan tetapi ada bedanya kalau rumah da 
Positive,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
Neutral,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
Neutral,bodo betul aku terhibur bodo ada member ceni 
Neutral,aku penasaran bagaimana akhir kisah kita 
Neutral,aku tambahin lagi deh biar jadi dua
Neutral,tweet bangang mcm ni masih berkeliaran di socmed mari kawan2 kita tengok gender mana yg trash huhu 
Neutral,macam cekgu
Neutral,suk mben kesepakatan nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning 
Neutral,tengok anak buah aku gais 
Negative,aku pun tak faham dengan diri aku 
Positive,hahahaha pastu buat2 terkejut eh dah sampai aku tumbokk muka kau kang 
Negative,boleh plk dio gi langgar lampu merah kt simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk 
Positive,karena presentasi hari ini lancar aku mau bikin ga album only wanna ver one ver aja no need to follow tapi 
Negative,aku malas nak ikut perkembangan latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat 
Negative,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de 
Negative,misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya 
Positive,shopee kamu apaa mau dong
Neutral,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
Neutral,aku juga mau puk pukin yuqi 
Neutral,periksa ke dokter kalo didiemin doang bisa kena penyakit lambung dan mesti di rujuk kerumah sakit kaya aku waktu itu
Positive,laksanakan segala apa yang diwajibkan allah niscaya kamu menjadi orang yang paling bertakwa hr ath thabrani 
Neutral,naik lift dgn member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing 
Neutral,dulu paling lama pun x betegur dgn bff sendiri ada la dkt 3bulan kot rasanya
Negative,udah kyk gini aja msh di bilang males temen temen aku baju sm celana dalam nya aja juga masih di cuciin emak nya 
Neutral,dear cowok salat jumat nggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu 
Negative,mbaknya takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin 
Neutral,3 julukan mahasiswa yang wajib kamu tau gt nyawwwenyawwwa artikelnyawww infonyawww
Neutral,help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering bgt kerumah dan tidur di ku 
Negative,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb 
Positive,aku cinta segala promo grabfood karena bisa makan burger mcd seharga ayam geprek 
Neutral,nanti cd aku keliatan kalo kamu morotin 
Neutral,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
Positive,aku mungkin luaran nampak happy go lucky sentiasa tersenyum dgn orang sekeliling friendly gelak ketawa sampai berdekah a 
Neutral,org bilang time2 mngandung ni jaga mulut aku inilah peluang aku mau menyumpah time2 mngandung ni lah mujarab doa
Neutral,ada yang cakep aslinya daripada fotonya cakep fotonya daripada aslinya aku jelek keduanya 
Positive,aku cinta w1 
Negative,aku menyerah bapa
Neutral,pah butang baju melayu aku mana pah 
Neutral,7 and aku tingkat 4 tapi wehhhh bila bunyi tu boleh rasa dia punya gegar dia jalan kuat2 and boleh 
Neutral,bila dekat universiti aku selalu dengar orang label student macam ni deme pandai hadap buku je tapi soal hidup deme 
Neutral,hmmm cari topik yang paling terbaru dan ada gap di antara penelitian sebelum2nya jadi kamu bisa isi g 
Negative,apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead 
Neutral,nak try jugak laaa tapi tulah aku jela yg selalu ckp takecare hm 
Positive,done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram 
Negative,kamu salah wiwin manusia itu buat teman hidup bukan utk berharap berharap itu sm tuhan alloh 
Negative,nggak pengen suudzon dulu kupernah gini yg ilang charm gitu kejadiannya sama persis aku pamerin 
Neutral,kerjaan apa kamoo hmb
Neutral,urutannya sesuai sticker yah btw itu aku double essence dan laneige dipake 4x dalam seminggu aja selang se 
Negative,kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam sebelum sebelum nierious aku t 
Negative,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
Negative,kenapa aku nangis baca komik ni 
Positive,aku mau 
Neutral,kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg 
Neutral,tapi ada sih di beberapa gramed yang jilid sebelum 18 masih dijual di sana walau sebenernya itu cuma bua 
Negative,semua masa lalu biarlah berlalu tapi rasa syg aku ke kamu gak bakal bisa berlalu gitu aja aku syg kamu ' 
Neutral,kamu punya berapa banyak topi cuma 2 
Negative,aku why kena taboks juga a jadi teman papa lum intel 
Negative,aku mau ngutuk rizkiko boleh ga 
Negative,bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu lupain sakitnya tapi coba terbiasa dengan 
Neutral,wwwwwww serius ada juga nih temen kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota 
Neutral,bodola emma tak jadi aku nak murung harini 
Neutral,lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin 
Negative,gimana cara biar aku tau perasaanmu yg sebenarnyaa 
Positive,doa untuk ibu dan bapa ya allah ampunila 
Negative,jika engkau tdk mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dgn cipt 
Neutral,aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak terduga h 
Neutral,nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je
Neutral,wkwk ngapa jadi nanya ke aku setau aku bisa kalo akunmu ga private nit kalo tetep gabisa mungkin belom di update i 
Neutral,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
Neutral,yang punya anak bisa diajak ke event ini 
Neutral,terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karna ud 
Negative,kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara
Neutral,hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in 
Negative,masuk tandas pun bayar okay mana ada free nak main bagi bagi 
Neutral,klu km asli aku layanin pkkny teganv serbaaa
Neutral,akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur 
Positive,tampil sndiri atasi diri hadapi audiens lakuin perlihatkan ssuatu 'skill mu sampai tuntas buat smua kagum p 
Negative,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
Neutral,aku still the same perut aku pon still same 
Neutral,ay wag po aku 
Positive,ciri lelaki idaman aku um kena sama macam ayah aku 
Negative,sumpah annoying weh tu masalah kau jgn expect aku selesaikan 
Neutral,eh sikda hahaha aku polah scaling jak 
Neutral,terus kamu dimana sekarang mer ama siapa 
Negative,aku ni malas nak layan orang kang tak layan kang kesian dh layan kang fake hope haiyo apa nak buat ni 
Positive,sikaaat ajaaaa sissst sikat bajunya celananya biar bersih wkwk canda ding kalo bisa ga usah sikat sii 
Neutral,nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasilnya merem smua 
Positive,shuhuaama sih tapi aku suka banget sama makanan jepang 
Negative,aku traumatised tengok fjdjksj kenapa punn dub japanese 
Negative,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena 
Neutral,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
Neutral,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti 
Positive,aku pun nak cari rezeki halal bisnes online dgn cara betul takkan aku nak menipu orang pulak kan
Neutral,mending sama gua aja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw 
Neutral,hi followback ya aku yg di group 
Positive,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
Positive,selamat bertambah umur kamuu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di 
Negative,bangsad ditampar gue
Positive,wei aku kt kedai mamak ni tiba2 keluar nudes kt tl aduh hahahaha
Negative,malu betul aku ada junior macam asheeq ali ni yihhhhhhh 
Neutral,aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit 
Neutral,tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti 
Neutral,terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawinan nih 
Neutral,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
Neutral,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
Neutral,hampir semua aku punya wkwkwk 
Neutral,mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia 
Neutral,hush floi udah ada yang punya kamu sama harry aja sana
Positive,walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi 
Negative,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
Neutral,huh bukan dua ke tu pasal aku benci mathematics 
Neutral,surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1 
Neutral,aku fast lena do bukan fast learner
Negative,bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi 
Positive,hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku
Positive,rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau 
Neutral,aku fikir acne scar rupanya tai lalat sendiri em 
Negative,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
Positive,mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j 
Negative,bodo betul aku terhibur bodo ada member ceni 
Positive,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaah 
Positive,muhammad q muhammad q dengarkanlah seruanku aku rindu ak rindu padamu muhammad q
Negative,sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk 
Neutral,faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng
Negative,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui
Negative,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz 
Neutral,dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus 
Negative,bukankah pantas jika aku merasa berbeda 
Positive,jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi 
Neutral,nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb selama ni dia selalu tak reti nak 
Neutral,sorry ah zri aku tanya kau week 7 kita buat apa je
Negative,jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq 
Positive,seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang 
Positive,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
