Sentiment,original_text
Negative,USER Bolot siapa ? Anda ? Wah memang'
Negative,"USER USER Yang bijak cuma petugas dan jajaran krl doang, para penumpang cuma followers doang \xe2\x98\xb9\xef\xb8\x8f nyuruh orng utk mengerti, sendirinya ga mau mengerti kebutuhan banyak orng. Kan bangke..'"
Negative,USER Jenggot bajingan!'
Negative,USER mampus lu kunyuk'
Negative,"USER Agamanya sempurna, ummatnha banyak yg pinter kok. Kenapa yg goblok terus yg berani bicara.. hadeh!'"
Negative,USER USER USER USER Ga penting ngpain lu komen. Kan tolol \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,USER USER USER USER Ketololan yg haqq ditampilkan bong200.. kalah nyolot. Tolol yg ga bisa diobati.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Positive,"USER itu istilah dari novel komedi mbak, catatan harian menantu sinting WKWKWKWKWK kocak banget, baca deh. mba tipe biasnya yg berkharisma cowo banget gitu?'"
Negative,"USER USER Itu Pabrik lokasi nya d Belanda, ToloL kok d piara.'"
Negative,USER Masa kaga tau princess. Udik bener ?'
Negative,"USER Gua cecann...napa rep"" an pd bilang gua monyet dahh \xf0\x9f\x98\x82'"
Positive,"USER USER Padahal semua jaringan hidup ya pasti punya potensi jadi habitat cacinglah. Sapi, babi, manusia pun :)))'"
Negative,USER maju lu sini anjing!!!!! guwe mahu namparinnnnn looooooo brengsek!!!?!!!!!?.!!.!'
Negative,USER karna kamu mirip tai\xf0\x9f\x98\x8
Negative,USER USER USER emng tolol si cal jadi laki'
Negative,USER tai jijay markojay'
Negative,"USER Gw kan un milih sosiologi ya fi, tp masa di sekolah pemantapannya semua matapelajaran ips harus diikutin. Kan rada bangke :('"
Negative,USER Mukanya kek minta tolong anjir'
Negative,USER USER Pingin jilat memek'
Positive,USER Gapapa goblok yg penting pinter'
Negative,USER Kaga anjir'
Negative,USER Iya anjir tau wkwkw. Masa iya gua masih suka sm dia'
Negative,USER USER USER Lo bilang otak gue belatung bersarang?? Ahhh! Ehhh banci!! Bukannya itu isi otak dan hati lo.. isinya belatung bangke karena kebencian akut lo!! \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae'
Negative,USER kirain banci:('
Negative,USER Gausa diingetin dong kampret luh :((('
Negative,USER KWWKWKWKWKWKWKWKKW tolol.'
Positive,USER Ew gue mau budek ah'
Negative,USER Ada anjir. Idup dimana lu'
Negative,USER ASU ASU ASUUUU SI KUYAAAAAAAAAAAAA'
Negative,USER Dengan berat hati gue spg in ni kunyuk satu URL
Negative,"USER USER USER USER USER USER USER USER USER USER USER USER USER Hanya orang tolol dan idiot yang merasa bahaya kalau dengar kata \xe2\x80\x9chutang\xe2\x80\x9d, dan dijadikan bahan bully pemerintah. Kritik Presiden? Cukup katakan: Pak, jangan sampai Hutang menyebabkan cashflow negara negatif.'"
Negative,"USER USER Pertanyaan tolol || buktikan dong, jangan cuma katanya2 aja !'"
Negative,"USER Assalamualaikum..\nsiapa yg bela kresten penyembah bangke yesus busuk itu, ga ada satupun yg bela kresten yg bodoh itu.'"
Negative,USER KWKWKWKKW TAI GA JADI NIKAH W. lagi berantem w'
Negative,USER Kamu bau bangke'
Negative,USER Sok ganteng banget si bencong'
Negative,"USER USER USER udik banget si cit, udah minum aja /jejelin/ #NIC0TINWEDD'"
Negative,USER OH YANG KEK GITU:( KALAU NOONA ANAK JALANAN KM ANAK GEMBEL YA?'
Negative,"USER Solusi? Hahahahaha\nDana haji diambil buat infrastruktur, Duit bpjs buruh bahkan mau diambil juga.\nRakyat semuanya diperes tapi masih minta solusi juga?\nGoblok lo emang. Penjilat tolol'"
Negative,USER USER kemana aja sinting WKWKWK'
Negative,"USER Yuhuuuu \nTemen posko yg jadian 2 pasang lhoh... Tapi yagitu... Keknya anget"" tai ayam \xf0\x9f\x98\x85 \nKalo Mb janah sih&gt; bapernya bikin males skripsian\xf0\x9f\x98\x85, pengennya ngumpul terus ma tmn"" hahaha, not always \'bout love lhoh dek bapernya, lbh ke ""kekeluargaan"" nya \xf0\x9f\x98\x82'"
Negative,USER Belum anjir'
Negative,USER //; KAN BELUM ANJIR.'
Negative,"USER ayo pilih alin aja! alin tuh bawel banget semuanya diomongin, ngeliat banci dijalanan aja aku omongin tapi baik kok :('"
Negative,USER USER KIRAIN BUDEK'
Negative,USER USER USER USER USER si zonk banyak bacot'
Negative,USER Gede bacot gede cocot.emang kamu turut andil.dasar mulutnya bedebah.kacung gerombolan jomblo akut sakit jiwa USER'
Negative,USER goblok nih para alumni 212... sampah'
Negative,USER Dulu masih bolot ya?'
Negative,USER kaya banci kali ya'
Negative,"USER USER USER USER USER USER Ente bagai penyair yang sedang terluka hatinya. Rruarrr biasa! \nBTW.. bangke tikus aja bikin gue jijik, bagaimana pulak dengan bangke setan.'"
Negative,USER Gua setan dongggg'
Negative,USER Ih banci selotipan \xf0\x9f\x98\x82'
Negative,USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT'
Negative,USER Kenapa org baik selalu dikasih cobaan dengan berhub sama org yg brengsek?\xf0\x9f\x98\x82'
Negative,USER ngentot yuk'
Negative,USER Pengen ngentot kmu dong'
Negative,USER USER Korban cuci otak maijen K. Kunyuk.'
Negative,USER USER udik amat gabisa pecahin balon wkwk'
Negative,USER Enteng banget sih rahangnya tolol-tololin anak orang'
Negative,USER USER USER Admin USER ini emang kebangetan tolol kemarin kemarin Dana bantuan dari kemendes diakuin kerja nyata partai gerindra kan guoblog!!!!!!!!!!!!!'
Negative,USER Oh kamu dasar bajingan'
Negative,USER maju lu sini asu URL
Negative,USER ya angkot lebih goblog'
Negative,USER Gua emg lagi diving sarap'
Negative,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Yg pasti bkn perempuan kyk cih pero lo yg di dpn umum sok kalem tp di blkg garunsang liar kyk pecun yg sebulan ga mangkal\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
Negative,"USER Gua jadi takut teh temenan sama lu, maennya ama setan wqwq'"
Negative,USER Lu nga serem teh maennya sama setan wqwq'
Negative,USER USER Salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret \xf0\x9f\x98\x85'
Negative,USER Aku lihat dr cara kamu ngomong kayak nya kamu gk di sekolahin bapakmu dan gk di ajarin yg baik sama bapak mu.. memang lah bapak mu bisa nya bikin anak doang .. ya gini lah jd nya dapat anak kampret'
Negative,USER Duit &amp; kekuasaan yg bikin org jadi kampret.Haduhhh pdhl dunia cuma tempat singgah bro \xe2\x98\x9d\xef\xb8\x8f'
Negative,USER Kampret sudah merusak Nusantara dari jaman Majapahit dan terus berlangsung hingga kini terlebih setelah diwadahi oleh HTI cs dg ide killafah'
Negative,USER Buka ku ngentot lobang memekmu yg enak itu'
Negative,USER Ku mau ngentot lobang pantatmu cantik km mampu ngga kontol urut besar ukuran 3jari setengah besar panjang..km sanggup cantik?'
Negative,USER Ohh mami kontolku besar panjang 3jari setengah panjang lewat pusat aku..mungkin 3 aku ngentot mami.mami kecapaian...'
Negative,USER Sni mami aq yg jlatin memek nya'
Negative,"USER USER USER Pria Isis make burka untuk menghindar dan lari dr peperangan dan surga yg d janjikan lo diam membisu\n\n&amp; dr mana lo tau dia pria?tidak punya tv ye?nggak nonton wawancara wanita pemelihara hewan anjing itu?\nLo bukan gembel warnet kan?silahkan buka youtube deh,biar lo dgar suaranya'"
Negative,"USER USER Tolol...apa hubungannya dgn rumahtangga?urus saja kerjaanmu,gk usah banyak cakap.kamu jadi menteri di PECAT,jd gubernur,malah membuat jakarta semakin gk karuan.sebentar lagi juga hancur tuh jakarta....'"
Negative,"USER USER nih sompret nikah mulu, bijimana cara ngerayu nyah yaa?\xf0\x9f\x98\x85'"
Negative,USER USER Tmbh songong aja di bencong halu...g usah di beritain opo min...'
Negative,"USER USER Dan nantinya akan mengeluarkan sebuah lagu, kan kampret yak, tunggu saja tgl mainnya'"
Negative,USER USER Memang KAMPUNGAN dan NORAK baru tau ?'
Positive,USER USER Penistaan bencong'
Negative,USER USER Ini orang pasti lupa bayar karyawan nya jangan bacot'
Negative,"USER aduh aduh nenek, makin tua makin jahat, apakah politik identitas membuat hatimu buta ? COBA PIKIR NORAK BUKAN ? KAMPUNGAN NEK NEK'"
Negative,USER Banci!!!! Kalau memang gentlemen Sebut saja siapa orangnya!!!'
Negative,"USER BANGSAT KAPINDIANG TAIK BEGO TOLOL SETANALAS NDASMU BABI ANJING MONYET PEKOK CEBONG KODOK KATAK .MARI KITA HILANGKAN KOSA KATA INI DARI OTAK KITA,SEPAKAT?.'"
Negative,USER Biadab itu memang perempuan iblis dya'
Negative,"USER KUNYUK NYA MASIH GAK BERANI PULANG... CECUNGUK2NYA PUN SETIA MENUNGGU... HAHAHAHA, ASLI NGAKAK'"
Negative,USER PARTAI KORUPSI SAPI......goblog...'
Negative,"USER Udah kuduga...selama kunyuk kunyuknya kolojengking durung modar yo ancen ngene iki...Gusti Allah mboten sare, makin melek karo hukum biadab kalah karo wong wong asu'"
Negative,"USER Yg bawak kabur 35 T si hanggo ke singapura, si monyet ni diam aja'"
Negative,"USER USER USER USER Jiaaahh gw aja g kepikiran loh cuma karna warna, kalo sempet ada yg mikir kek gitu, kebangetan idiot nya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
Negative,USER sini. Om jilatin memek nya. Mau nggak'
Negative,"USER USER USER USER USER USER Dasar bloon, tw mana fiksi? sekarang mengunduh buku gampang dasar perek harga seratusan\xf0\x9f\x98\x82\xf0\x9f\x98\x81\xf0\x9f\x98\x82'"
Negative,USER Ke goblog an yang hqq ketika pacaran bertahun2 tapi gatau ketemu..fake ppl is everywhere.. mesakno se tapi kok heran aku wkwkwk'
Negative,"USER USER USER USER USER USER 3 kali nyapres, 3 kali gagal... apa ga tolol tuh namanya?'"
Negative,"USER USER USER USER USER USER IYA. SOALNYA LOE ga tahu junjungan loe toh membantai 200 lebih orang timtim peristiwa santa cruz... juga menculik aktivis, ga tahu di mana skrang... Loe ga sadar kalau junjunganmu itu penjahat internasional dan dicekal di beberapa negara? Move on... TOLOL...'"
Negative,USER USER USER USER USER USER katanya indonesia lenyap 2030... punya pujaan TOLOL ya pengikutnya lebih TOLOL... dan bencong... anak nya pun ikut BENCONG..'
Negative,"USER USER USER USER USER USER Udah TOLOL, bencong lagi.... bencoooooooonnnnnnggggg...... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xaa'"
Negative,USER Psi itu kan kumpulan perek2 dan perek laki2 sekjenya jd otaknya duit2 suruh mikir ga bisa sama bgt dgn KEBO'
Negative,"USER Ya begini ni kwalitas Kadernya ,Buta sejarah goblok tolol ,tapi selalu menyalahkan Pemerintah ,Terus Kalian sdh nyumbang apa trhdp Bangsa ??? \nMikir !!!!\njangan jd sapi diladang cm numpang makan doang.'"
Negative,USER USER Banyak bacot aja lo...\nSekarang kok diobok obok tuh'
Negative,USER mampus lu kunyuk'
Negative,"USER USER kalau pakai cara yang baik saya jamin gak ada yang peduli bos, jatohnya cuman kayak first travel. Yang booming cuman pelakunya tapi korbannya di tenggelemin, orang indonesia pada budek, harus diteriakin dulu baru ngerti.'"
Negative,USER Heh bajingan!!!! Ngapain lo kloning akun gue!!! BANGSAT'
Negative,USER bajingan tengik memang'
Negative,USER goblok bgt dah anjing'
Negative,USER USER USER tai dibls juga pake acc lain\xf0\x9f\x98\x82. jd enak dipanggil hyung'
Negative,USER Tai kuda diem aja ok.'
Positive,USER Perbandingan fotonya jangn kek gni siiichhh pak....\xf0\x9f\x98\xb1 Nyerem2in aj. #trauma pernah dikejar bencong!\xf0\x9f\x98\xa5'
Negative,"USER USER USER Umat islam siapa yg ente mksd??\nFPI? HTI? Mrk bkn muslim. Tp penista islam. Bajingan mrk itu. Muslim tdk mgkn berbuat onar. Pengecut lari dr tgg jwb stlh mesum.\nApa2 islam, apa2 islam. Giliran mesum apa itu islam? Berbuat onar itu islam? Mau ganti Pancasila itu islam? Bajingan!!'"
Negative,USER pgn ngomong bangke'
Negative,USER Iya anjir dah'
Negative,USER USER Gua top in KPK brani meriksa dia dia org .. Kpk mah tebang pilih doi kampungan'
Negative,"USER Kn udh d kirimn kontol aq,, fto memek km mna'"
Negative,"USER USER USER Yg mulai duluan siapa ya? Gue bales lo sakit jiwa?? Ettt dah jd laki kok banci, URL"
Negative,USER USER USER USER USER Lo dongok ya? Kata kata kok yg di dukung Prabowo?? Itu tanya cong.. bukan menyerang.. hadehhh dasar banci lo yakk'
Negative,"USER USER USER Aduhhh bencong USER, nyerang apa cong ? Gak kebalik? Rumpi deh lonte lanang ini.. dapur apa cong? Yg jelas dong.. jd banci jangan separo2.. kalah sama anaknya duda yg jd designer di LN lo.. \xf0\x9f\x98\x82\xf0\x9f\xa4\xaa\xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x92\x85\xf0\x9f\x92\x85'"
Negative,"USER Eh banci. Teriak kofar kafir!! Lo aja masih suka coli muncrat kemana mana teriak itu mulu, berisik cong!! Dasar mulut banci yahhhh'"
Negative,"USER Elo kafir banci yakk.. ya ampun? Sdh kafir banci lagi, jangan sedih ya cong.. lo Google deh kafir banci kayak lo..'"
Negative,USER USER pekok kui abu tours asu taik taik kabeh... luwes asuuuu cino 35T bajingan taik asu maling sejati gawe indonesia rusak \xe2\x98\xba\xef\xb8\x8f'
Negative,USER USER Si lucinta lunaa El si banci tp geulis da oplas'
Negative,"USER + otak ga geser aja udeh sarap,apalagi ke geser yekan ntar bahaya ""apaan sih? Aku kerja beneran kok"" Elang liatin Em sambil masih usep palanya ""cewe apaan coba? Kamu nyantol aja aku udah bersyukur""'"
Positive,"USER USER Buat awal2 supaya gak nervous kalo foto sama ariel, foto sama saya aja dulu... \xf0\x9f\x98\x82 \xf0\x9f\x98\x82'"
Negative,USER USER USER USER Kampret tolol!!\nOrang kayak lo tu paling susah... Kagak ngerti2\nLo kalo copas gitu yg lkp... Males gwe bahasnya terlalu sering.. nyodorin kok copas gbr tanpa tau dr mana sumber nya.. payah'
Negative,USER Masih sore masnyaahh.. Banci pengkolan aja masih baru pada mandi'
Negative,USER yakali juga sih bolot amat aing'
Negative,USER Saya cape sm org bolot :( URL
Negative,USER USER USER USER USER ketok goblok e ancen bencong ngalam iki \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,USER bener kan anjir :('
Negative,USER Emg gembel'
Negative,USER Kemaren beli babi namanya fadil'
Negative,"USER .....Prabowo pengecut menuduh elit goblok dan maling secara serampangan ! Klo jantan dia hrs menyebut nama orangnya, klo tdk berani berarti banci ! kemungkinan yg dia maksud semua ketum partai lawan politiknya.....hahaha salam 2 periode.'"
Negative,USER USER berani gaji gw berapa biar buzzer bisa anonim ga ke forensik? pinter dikit ngambil buzzer gembel warnet sama aki2 gaptek wkwk'
Negative,USER USER Klo mo Jujur Lo jgn cuman ngeBacot aje Zonk!!! Gue tanye ape elo sanggup Kerja Sempurna klo jdi Menteri hah !!? Bacot doank lo bisenye. BiangKerok lo ahh Zonk !!!'
Negative,"USER USER USER Ketua karang Taruna saya namanya Andin ,Wakilnya namanya Sudin .. Jadi kalau saya panggil ktua dan wakilnya..\n\nSaya singkat saja ASU.....'"
Negative,USER Bodo katotoloyo model sia Zonk'
Negative,USER buzzer nya si zonk. gembel warnet nunggu kecyduk. digaji brp si?kl gede sini gw ajarin biar ip jadi anonim'
Negative,USER Gw sejak akil baliq 17 tahun Islam.\nDiperlakukan tidak adil. Gw bilang pernah. Bacot elo pernah bikin gak adil umat Islam.'
Negative,USER Memang salah satu turunan nya juga cebong kampret definisinya komplotan penyebar hoax yg koar koar sambil mencret'
Negative,"USER sssst...tidak perlu ribuuut... bikin budek...!!!\nkita lihat saja nanti tahun 2019, siapa yang akan di ridhoi oleh Allah SWT untuk memimpin kembali negara kita yang tercinta ini. \n\nsudah, titik.'"
Negative,"USER Yg makar omonganmu zon suka adu domba dan bawa nama islam ,agama pegangan hidup seseorang jgn sok suci kamu zon lambemu ndoweh banyak bacot'"
Negative,USER USER USER USER USER USER USER USER USER USER USER takbir wan sambil lempar bom alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol tanpa otak.'
Negative,USER Babi betul lah dia ni haihhh'
Negative,USER Ente bajingan rampok negara'
Positive,USER USER Yang gambarnya monyet dua ya?'
Negative,USER Hauahahaha muke banci kecoa kafir z\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'
Negative,USER HUAHAHAHA KAFIR PLONGA PLONGO NIH.. MUKE BANCI SALON \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85\xf0\x9f\x98\x86 URL
Negative,USER Tolol luh.'
Positive,USER Kelakar kan hahhaha mmg klaka pon sbb cerita cinta monyet masa skolah menengah \xf0\x9f\xa4\xa3'
Negative,USER brisik lu bacot'
Negative,USER ya yg lebih bacot kan emg lu'
Positive,USER USER Bisa ular juga protein. Enzim babi juga.'
Negative,USER SINTING\n\nbaca dimana? :('
Negative,USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,USER muka muka pecun nih'
Positive,USER USER dan yang takut dengan adzan adalah IBLIS'
Negative,"USER ketawa smbil buang smpah sarap,\nlu mmg anjing kurap'"
Negative,USER Anjir mama lemon'
Negative,USER Anjir ngakak mulu gua'
Negative,"USER wkwkwk telat banget, idiot.'"
Negative,USER Gue doain budek lu \xf0\x9f\x98\x83 /g'
Negative,"USER Terima kasih atas informasinya...agar saya lebih jelas, mohon mas Jean Ivan berkenan kirimkan akun banci dimaksud ke DM saya.. maklum, saya gadget-er gagap... terima kasih...'"
Negative,USER Hdh cakep2 bolot'
Negative,"USER ayo, ngentot ma aku'"
Negative,USER Gi ngocok memek say'
Negative,USER USER Tujuan dibikin kaca tuh biar nyadar pas kemaren lu ngehina ismed belom lagi dulu2 bepe sm diego michel (pbfc) tolol lu'
Negative,USER Adminnya tolol'
Negative,USER Knp gak Selamat Natal aja sekalian ? \xf0\x9f\xa4\x97 hehe...dasar si mimin bolot ! \xf0\x9f\x98\x9d'
Negative,"USER Luh anak monyet ,sllu bawa2 agama ,kalo bicara politik harus tau wawasan .wwsn luh dangkal jdi kalo di sosmed luh bcranya sektariannizrm - pemecah belah masalah umat dan beragam suku dan ras agama bicara para kecebong .makar .wong panglima gatot ajah .gak ada kaitannya makar 212.'"
Negative,"USER Partai elu plus konco2 lu bisanya cuma bikin MALU Indonesia aja min, mbok ya kalo goblok itu jgn kebangetan to min...'"
Negative,"USER PARTAI TOLOL, INDONESIA BELUM ADA THN SEGITU, DAN PEMIMPIMNYA KAFIR YA, CATET!!!'"
Negative,USER Akhirnya kena bacot lg :(('
Negative,USER Habis enak terus disakitin \nDasar cowok brengsek'
Negative,"USER Iyain aja gua, lama-lama kayak orang idiot ngobrol sama lu hyung.'"
Negative,USER USER Dasar bajingan tengik \xf0\x9f\x98\xa1'
Negative,USER USER USER Pakai memek hua hahaha'
Negative,USER iye anjir lu ngasih tau pw lu ke orang gak'
Negative,USER baru baca sarap kali'
Negative,USER Btw ini radha bajingan ga sih wqwq dat muah2nya wqwqwq URL
Negative,USER U gataw waktu taun baru dia valik lg tai bgt'
Negative,"USER USER Gerombolan pks masih bisa booking pecun di hotel travel, fashion hotel dan area sekitar gunung sahari plus mabes dan sekitarnya. Aleksis mah cuma tumbal buat pencitraan sisanya di amankan sama wan abud'"
Negative,"USER USER BTP the best ,,,abaikan kaum kampret otak micin ,,,'"
Negative,"USER USER Woiii GOBLOG, kalo Produk Kafir Anjing macam lu gak boleh dipake Muslim, ngapain dipromosikan ke negara muslim. TOLOL nih orang. Kebanyakan nelen Sperma Cebong lu ya. Muka tampang copet banyak bacot lu. Amplas dulu gih muka pake parutan, biar gantengan dikit kayak Babi'"
Positive,USER artikel buat manusia.tapi yg tidur anjing :V ada ada ae lu min USER'
Negative,"USER USER USER Statistik lu gembel. PKS itu partai gurem, kursinya cuma secuil di pemerintahan, pantes sedikit koruptornya.\n\nTapi kalo di persentasikan, ya jumlahnya sama aja.'"
Negative,USER wkwkw bodo zof'
Positive,USER bocil demen banget pisang nanti lama lama jadi monyet mau?'
Negative,USER Body bagus enak.ngentot lobang pantatmu say'
Negative,USER Ngga berani ngentot lobang pantatnya pantat lobang perem'
Negative,USER USER USER USER USER USER USER USER USER USER USER USER Di TV ada kok keterangan Menkes . Pd budek ajh kuping ny .'
